player_id,avg_rating,rating_band,n_games,ZScoreBaseline_score,ZScoreBaseline_label,LOF_score,LOF_label,IsolationForest_score,IsolationForest_label,OneClassSVM_score,OneClassSVM_label,Autoencoder_score,Autoencoder_label,HDBSCAN_score,HDBSCAN_label,ACPLSubAutoencoder_score,ACPLSubAutoencoder_label,anomaly_votes,ensemble_flag,ensemble_confident
mostafajavadian,1647.892857142857,1600-1800,28,1.6778145407971552,1,-0.16305806474891682,1,-0.12750217658540924,1,-5.599370437400792,1,0.5106609,1,0.916132941875941,1,0.047201607,1,0,False,False
siyamand,1826.4444444444443,1800-2000,9,3.25014973174066,1,-0.16305872318628856,1,-0.030152116122914574,1,-0.8632746140072474,1,1.331389,1,1.0,1,0.26576915,1,0,False,False
Outakoski,2081.5714285714284,2000-2200,21,2.1727903836279863,1,-0.2701000471568453,1,-0.13613503468164445,1,-6.671453077698248,1,0.5377344,1,1.0,1,0.06714962,1,0,False,False
elchinasad,1479.057142857143,1400-1600,35,3.6075134192020624,1,0.023093531750162155,-1,-0.12675495422947441,1,-3.061719682116709,1,2.2191806,-1,1.0,1,0.46865326,1,2,True,False
June7,1180.0,1000-1200,13,1.4695964845344949,1,-0.13734209167273992,1,-0.16142958177646505,1,-3.715283741763078,1,0.39236996,1,1.0,1,0.26149407,1,0,False,False
Kayseri38,2057.8,2000-2200,10,4.572617571469289,-1,-0.27909691728484165,1,-0.0010012540864150488,1,-2.2838266318147875,1,0.9470913,1,1.0,1,0.025671221,1,0,False,False
LolloK,1609.1851851851852,1600-1800,27,1.1247502000427059,1,-0.22223203761026777,1,-0.1693708443801764,1,-4.346301725929311,1,0.6536191,1,0.6622586559560273,1,0.20070761,1,0,False,False
TygerStyle,1437.5714285714287,1400-1600,7,2.314603280002127,1,-0.07120714681538365,1,-0.10330982407642997,1,-4.753082299250845,1,1.3966303,1,1.0,1,0.25498098,1,0,False,False
hector123456789,1600.75,1600-1800,12,2.695922553786787,1,-0.07545913164047113,1,-0.040577095975750654,1,-1.5933856687806411,1,1.0438248,1,1.0,1,0.14556415,1,0,False,False
HorgeCavallos,2108.0,2000-2200,10,2.0209349288171885,1,-0.24184165995263252,1,-0.1290719200253404,1,-3.629560577590021,1,0.38187298,1,1.0,1,0.077617384,1,0,False,False
MatheusAugusto,1271.8947368421052,1200-1400,38,1.8318317002828808,1,0.019400418377522932,-1,-0.15078734595765603,1,-6.287593451785635,1,1.1263571,1,1.0,1,0.30055192,1,1,False,False
ara1984sh,1989.5125,1800-2000,80,1.598157732989006,1,-0.26036308022796906,1,-0.15096160082009236,1,-5.621156589691913,1,0.2933428,1,0.9197158856300919,1,0.10982486,1,0,False,False
